epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,181.473,1.20779,1.41954,1.29465,0.51273,0.49847,0.48766,0.32221,1.33773,1.69584,1.41718,0.007525,0.007525,0.007525
27,188.102,1.21438,1.4518,1.31233,0.49526,0.47165,0.43909,0.28942,1.34663,1.8163,1.4158,0.007426,0.007426,0.007426
28,194.987,1.21032,1.41648,1.31178,0.59223,0.51834,0.54159,0.35734,1.29447,1.56474,1.38926,0.007327,0.007327,0.007327
29,201.986,1.19164,1.41904,1.30123,0.55132,0.47995,0.49543,0.32951,1.30786,1.67545,1.38994,0.007228,0.007228,0.007228
30,209.306,1.17747,1.37504,1.28957,0.57623,0.49329,0.49679,0.32236,1.30723,1.65373,1.37996,0.007129,0.007129,0.007129
31,216.264,1.18851,1.3781,1.28399,0.53824,0.5248,0.50322,0.33869,1.29697,1.62955,1.36207,0.00703,0.00703,0.00703
32,222.972,1.18889,1.36301,1.28845,0.56992,0.51293,0.53643,0.35835,1.313,1.59738,1.39541,0.006931,0.006931,0.006931
33,229.858,1.15019,1.33711,1.28478,0.4937,0.52418,0.45343,0.30798,1.28434,1.81047,1.38712,0.006832,0.006832,0.006832
34,236.549,1.16864,1.30106,1.27375,0.5283,0.52924,0.51315,0.34332,1.30108,1.62737,1.3974,0.006733,0.006733,0.006733
35,243.217,1.17981,1.32413,1.27655,0.52063,0.5385,0.50328,0.3338,1.30651,1.69229,1.38265,0.006634,0.006634,0.006634
36,250.04,1.14877,1.32084,1.28113,0.60056,0.48117,0.52421,0.3451,1.31077,1.61,1.41256,0.006535,0.006535,0.006535
37,256.696,1.14921,1.28141,1.27303,0.55874,0.53183,0.51759,0.33567,1.30803,1.70773,1.39293,0.006436,0.006436,0.006436
38,263.655,1.1615,1.28169,1.25413,0.55377,0.54275,0.53376,0.35665,1.28668,1.52276,1.35506,0.006337,0.006337,0.006337
39,270.321,1.15769,1.25463,1.2708,0.55032,0.57575,0.54494,0.366,1.27313,1.55346,1.37253,0.006238,0.006238,0.006238
40,277.314,1.14712,1.24149,1.25761,0.56983,0.54168,0.53345,0.35625,1.32706,1.52501,1.39811,0.006139,0.006139,0.006139
41,284.301,1.15612,1.26912,1.26182,0.59884,0.53765,0.53064,0.35204,1.27079,1.51731,1.37522,0.00604,0.00604,0.00604
42,290.978,1.13217,1.22284,1.2477,0.59286,0.53333,0.53267,0.35265,1.27539,1.59735,1.36483,0.005941,0.005941,0.005941
43,297.751,1.0966,1.1574,1.22539,0.55749,0.52903,0.54261,0.36578,1.28285,1.59564,1.37611,0.005842,0.005842,0.005842
44,304.847,1.11087,1.214,1.2499,0.62952,0.49392,0.54549,0.36711,1.25635,1.56528,1.35013,0.005743,0.005743,0.005743
45,311.897,1.09805,1.18148,1.23238,0.53961,0.55056,0.53257,0.35942,1.25836,1.56857,1.34868,0.005644,0.005644,0.005644
46,318.828,1.08504,1.18314,1.22104,0.5777,0.5228,0.51141,0.34424,1.29636,1.65437,1.38983,0.005545,0.005545,0.005545
47,325.571,1.07322,1.12376,1.20712,0.54276,0.5565,0.53618,0.36517,1.25047,1.55664,1.35184,0.005446,0.005446,0.005446
48,332.272,1.07696,1.10502,1.20911,0.53751,0.57162,0.5486,0.36949,1.27503,1.55769,1.35649,0.005347,0.005347,0.005347
49,339.186,1.08862,1.13794,1.21589,0.62595,0.56271,0.59216,0.39924,1.26257,1.43361,1.34299,0.005248,0.005248,0.005248
50,345.81,1.07128,1.11007,1.21982,0.58931,0.49616,0.52484,0.3524,1.26983,1.57753,1.35022,0.005149,0.005149,0.005149
51,353.205,1.06576,1.09242,1.21239,0.57469,0.53952,0.53711,0.36347,1.25103,1.54766,1.34619,0.00505,0.00505,0.00505
52,359.975,1.05791,1.1083,1.20783,0.54409,0.55332,0.52631,0.34603,1.30466,1.50974,1.38918,0.004951,0.004951,0.004951
53,366.712,1.0461,1.08799,1.20405,0.57057,0.49729,0.50527,0.34314,1.27138,1.60914,1.36865,0.004852,0.004852,0.004852
54,373.53,1.07443,1.12043,1.21718,0.56298,0.54944,0.55207,0.37677,1.27955,1.55917,1.36296,0.004753,0.004753,0.004753
55,380.268,1.07493,1.08385,1.20131,0.5351,0.54204,0.52081,0.3514,1.28484,1.59495,1.365,0.004654,0.004654,0.004654
56,386.871,1.01651,1.04244,1.17879,0.62667,0.51838,0.53473,0.36284,1.27057,1.49695,1.34771,0.004555,0.004555,0.004555
57,393.376,1.04593,1.05485,1.1917,0.59981,0.54145,0.56093,0.37924,1.26188,1.50176,1.34597,0.004456,0.004456,0.004456
58,400.132,1.02535,1.02659,1.18503,0.59439,0.52272,0.54062,0.36088,1.29589,1.59567,1.38935,0.004357,0.004357,0.004357
59,406.719,1.0222,1.02834,1.1774,0.6283,0.54427,0.56414,0.38554,1.26453,1.53049,1.34921,0.004258,0.004258,0.004258
60,413.429,1.02218,1.01941,1.17818,0.57787,0.54957,0.52744,0.35206,1.29235,1.51763,1.36316,0.004159,0.004159,0.004159
61,420.116,1.0073,1.0069,1.17384,0.56835,0.53741,0.56496,0.37896,1.29282,1.42925,1.37193,0.00406,0.00406,0.00406
62,426.71,1.0028,0.97545,1.16644,0.52126,0.59352,0.53875,0.36404,1.27003,1.46951,1.35952,0.003961,0.003961,0.003961
63,433.25,0.99995,0.96398,1.1635,0.59475,0.5317,0.56087,0.38425,1.25351,1.50656,1.36182,0.003862,0.003862,0.003862
64,439.771,1.00987,0.9795,1.17032,0.52403,0.59382,0.53806,0.37547,1.26017,1.48808,1.35546,0.003763,0.003763,0.003763
65,446.542,1.00537,0.95982,1.17143,0.55498,0.54841,0.53447,0.3637,1.24769,1.52941,1.35373,0.003664,0.003664,0.003664
66,453.185,0.99082,0.96362,1.16467,0.60626,0.53533,0.54159,0.36546,1.2797,1.5246,1.37069,0.003565,0.003565,0.003565
67,459.896,0.97758,0.94312,1.14905,0.66068,0.51534,0.54194,0.3599,1.27087,1.48953,1.35432,0.003466,0.003466,0.003466
68,466.717,1.00297,0.94947,1.16826,0.61151,0.55225,0.5645,0.38964,1.24673,1.45792,1.34564,0.003367,0.003367,0.003367
69,473.307,0.97586,0.92892,1.14517,0.60486,0.57518,0.56017,0.38825,1.25477,1.46208,1.35066,0.003268,0.003268,0.003268
70,479.963,0.96799,0.9038,1.14295,0.55923,0.56316,0.53759,0.36035,1.27415,1.52594,1.37085,0.003169,0.003169,0.003169
71,486.732,0.97329,0.9169,1.14334,0.56414,0.56614,0.56076,0.37506,1.29013,1.48281,1.38853,0.00307,0.00307,0.00307
72,493.407,0.94846,0.87223,1.12718,0.6477,0.52336,0.56575,0.38123,1.27454,1.48431,1.35791,0.002971,0.002971,0.002971
73,500.086,0.96656,0.88143,1.14703,0.65473,0.53901,0.5559,0.37829,1.28713,1.49268,1.37903,0.002872,0.002872,0.002872
74,506.583,0.94342,0.88193,1.13932,0.57781,0.58179,0.55243,0.37595,1.27718,1.54165,1.38163,0.002773,0.002773,0.002773
75,513.343,0.94906,0.86458,1.12063,0.59655,0.57763,0.57661,0.38721,1.30754,1.48618,1.39908,0.002674,0.002674,0.002674
76,519.948,0.95875,0.87335,1.13264,0.59051,0.54154,0.54736,0.37741,1.28748,1.53073,1.37154,0.002575,0.002575,0.002575
77,526.53,0.93719,0.86411,1.11581,0.56575,0.59464,0.5717,0.38534,1.25601,1.44564,1.36254,0.002476,0.002476,0.002476
78,533.11,0.91557,0.8454,1.10862,0.63913,0.54351,0.55871,0.38238,1.26393,1.47389,1.36063,0.002377,0.002377,0.002377
79,539.806,0.94452,0.87516,1.12039,0.56926,0.60755,0.56121,0.38126,1.26023,1.46032,1.36595,0.002278,0.002278,0.002278
80,546.475,0.93958,0.85307,1.11868,0.61143,0.56359,0.55175,0.37637,1.28412,1.48714,1.38668,0.002179,0.002179,0.002179
81,553.002,0.90131,0.8163,1.10989,0.62627,0.53531,0.55858,0.37815,1.29013,1.47797,1.37471,0.00208,0.00208,0.00208
82,559.827,0.93837,0.83148,1.11219,0.63826,0.53571,0.56,0.38219,1.3,1.47201,1.39927,0.001981,0.001981,0.001981
83,566.557,0.90255,0.81601,1.11013,0.61829,0.54533,0.5548,0.37752,1.27735,1.55123,1.40062,0.001882,0.001882,0.001882
84,573.272,0.90768,0.81903,1.10538,0.63305,0.5468,0.56231,0.38475,1.28779,1.54048,1.3998,0.001783,0.001783,0.001783
85,580.307,0.89171,0.79845,1.10154,0.61174,0.56471,0.56301,0.38407,1.27317,1.4699,1.38702,0.001684,0.001684,0.001684
86,587.087,0.91482,0.81893,1.11408,0.58567,0.5804,0.55909,0.37854,1.2785,1.49524,1.38168,0.001585,0.001585,0.001585
87,593.727,0.89783,0.78976,1.09832,0.53526,0.59221,0.56292,0.37813,1.30546,1.47599,1.39554,0.001486,0.001486,0.001486
88,600.437,0.89455,0.78298,1.10451,0.61301,0.55901,0.56947,0.3879,1.29154,1.4658,1.38983,0.001387,0.001387,0.001387
89,607.035,0.88876,0.77786,1.10442,0.61135,0.5683,0.57029,0.3846,1.27501,1.42985,1.37656,0.001288,0.001288,0.001288
90,613.649,0.88005,0.78191,1.09496,0.63821,0.55051,0.56463,0.38886,1.2724,1.43042,1.37715,0.001189,0.001189,0.001189
91,620.936,0.83248,0.72139,1.06167,0.62871,0.53197,0.54437,0.36696,1.30246,1.52141,1.40679,0.00109,0.00109,0.00109
92,627.558,0.80638,0.67468,1.04774,0.64254,0.53769,0.54858,0.37456,1.2886,1.50207,1.40239,0.000991,0.000991,0.000991
93,634.272,0.79485,0.6574,1.03838,0.61688,0.54089,0.53846,0.36065,1.30219,1.51459,1.4047,0.000892,0.000892,0.000892
94,640.904,0.79065,0.64666,1.04239,0.62411,0.55679,0.55725,0.37396,1.28745,1.52717,1.40157,0.000793,0.000793,0.000793
95,647.677,0.80308,0.66103,1.04009,0.61862,0.57384,0.5662,0.38485,1.2802,1.46907,1.39192,0.000694,0.000694,0.000694
96,654.113,0.78583,0.6514,1.04347,0.6217,0.5793,0.56193,0.37968,1.28049,1.47882,1.39589,0.000595,0.000595,0.000595
97,660.668,0.7755,0.62071,1.03867,0.62444,0.54973,0.55349,0.37874,1.28113,1.49877,1.39964,0.000496,0.000496,0.000496
98,667.244,0.77182,0.62205,1.02841,0.64907,0.54775,0.56079,0.3828,1.28394,1.48331,1.40447,0.000397,0.000397,0.000397
99,673.85,0.77429,0.62504,1.02181,0.60307,0.58637,0.56287,0.38382,1.28596,1.45697,1.41044,0.000298,0.000298,0.000298
100,680.371,0.78667,0.61965,1.04003,0.62923,0.55985,0.56464,0.3854,1.28409,1.46879,1.40657,0.000199,0.000199,0.000199
