epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.87991,1.30192,3.76056,1.43457,0.01035,0.39849,0.11477,0.09095,1.13841,3.61029,1.28802,0.0688611,0.00163889,0.00163889
2,16.2075,1.2924,3.21593,1.40797,0.44793,0.2559,0.22661,0.16602,1.20929,2.8541,1.34531,0.0370854,0.00319647,0.00319647
3,23.1665,1.28984,2.74125,1.41119,0.32654,0.31511,0.298,0.21084,1.23665,2.47345,1.40581,0.00519961,0.00464406,0.00464406
4,30.2934,1.27484,2.49773,1.38338,0.42777,0.39205,0.35139,0.24364,1.25805,2.25974,1.40113,0.004505,0.004505,0.004505
5,37.3006,1.24551,2.32999,1.36735,0.48522,0.42704,0.4115,0.28829,1.21236,2.11585,1.36388,0.00434,0.00434,0.00434
6,44.5257,1.23633,2.21204,1.37187,0.47614,0.43044,0.42038,0.28727,1.2249,2.07705,1.38596,0.004175,0.004175,0.004175
7,51.4897,1.22731,2.09656,1.34281,0.51511,0.48919,0.45473,0.30715,1.19752,1.9447,1.37009,0.00401,0.00401,0.00401
8,58.3274,1.19394,2.02457,1.32278,0.53151,0.45122,0.47224,0.31897,1.20934,1.91696,1.35876,0.003845,0.003845,0.003845
9,65.2884,1.20087,2.01356,1.32067,0.4837,0.49113,0.44993,0.30735,1.1878,1.90054,1.32224,0.00368,0.00368,0.00368
10,72.1434,1.14312,1.88164,1.29645,0.47872,0.53753,0.50774,0.34926,1.14912,1.78057,1.29173,0.003515,0.003515,0.003515
11,79.1295,1.15396,1.83983,1.28,0.55223,0.50121,0.49648,0.34729,1.15834,1.84809,1.31936,0.00335,0.00335,0.00335
12,86.0969,1.14454,1.83353,1.26862,0.51785,0.53549,0.49876,0.35318,1.15367,1.8163,1.30453,0.003185,0.003185,0.003185
13,92.9273,1.12162,1.79432,1.26607,0.54083,0.53831,0.53194,0.38003,1.13672,1.71164,1.28278,0.00302,0.00302,0.00302
14,99.8815,1.11572,1.73602,1.25992,0.47518,0.50464,0.47812,0.34103,1.12441,1.8582,1.29943,0.002855,0.002855,0.002855
15,106.606,1.10076,1.7009,1.2487,0.55152,0.52803,0.54968,0.37844,1.13844,1.66651,1.26661,0.00269,0.00269,0.00269
16,113.504,1.11171,1.69746,1.24014,0.57651,0.53804,0.54796,0.38736,1.11746,1.63134,1.26495,0.002525,0.002525,0.002525
17,120.499,1.1176,1.64837,1.23608,0.5342,0.52256,0.51201,0.35976,1.17867,1.78626,1.30773,0.00236,0.00236,0.00236
18,127.562,1.08799,1.64141,1.23127,0.56049,0.57225,0.54951,0.3857,1.12653,1.62752,1.25548,0.002195,0.002195,0.002195
19,134.447,1.06549,1.6023,1.22669,0.5671,0.57608,0.57761,0.40861,1.09643,1.64091,1.23388,0.00203,0.00203,0.00203
20,141.35,1.09863,1.57607,1.22783,0.6125,0.54007,0.57568,0.40901,1.10791,1.61444,1.25323,0.001865,0.001865,0.001865
21,148.967,1.01989,1.68688,1.19826,0.59999,0.52362,0.54831,0.38674,1.11717,1.66108,1.26261,0.0017,0.0017,0.0017
22,155.852,1.01449,1.66087,1.19746,0.55253,0.57246,0.56259,0.39766,1.10353,1.57644,1.24761,0.001535,0.001535,0.001535
23,162.7,1.00091,1.62688,1.17718,0.56731,0.5929,0.58813,0.41802,1.11215,1.5702,1.25564,0.00137,0.00137,0.00137
24,169.689,0.97905,1.59844,1.1616,0.56961,0.53012,0.55793,0.403,1.09096,1.63231,1.24672,0.001205,0.001205,0.001205
25,176.424,0.99446,1.59033,1.17553,0.6095,0.5273,0.58123,0.41602,1.09947,1.58323,1.23855,0.00104,0.00104,0.00104
26,183.142,0.96363,1.54483,1.15664,0.56833,0.59203,0.59159,0.42139,1.09816,1.54875,1.23306,0.000875,0.000875,0.000875
27,189.971,0.96593,1.51937,1.16174,0.58184,0.59746,0.59597,0.42909,1.08669,1.5285,1.23186,0.00071,0.00071,0.00071
28,196.845,0.96287,1.48935,1.15558,0.57704,0.58156,0.58302,0.42342,1.07912,1.52479,1.22362,0.000545,0.000545,0.000545
29,203.583,0.98463,1.53059,1.16771,0.59353,0.56533,0.59276,0.42886,1.07982,1.5271,1.22668,0.00038,0.00038,0.00038
30,210.589,0.94415,1.47617,1.15044,0.56145,0.60197,0.59705,0.43142,1.0735,1.51514,1.22179,0.000215,0.000215,0.000215
