epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,159.587,1.12551,1.46019,1.23331,0.62976,0.50758,0.5628,0.38459,1.18761,1.52012,1.28289,0.003911,0.003911,0.003911
24,166.483,1.08265,1.44696,1.22319,0.49556,0.57793,0.5231,0.36286,1.17676,1.63923,1.29602,0.0038615,0.0038615,0.0038615
25,173.274,1.08186,1.42768,1.20267,0.545,0.55982,0.54925,0.38103,1.17538,1.55663,1.27982,0.003812,0.003812,0.003812
26,180.028,1.07903,1.36549,1.19881,0.55395,0.55278,0.55018,0.38642,1.18017,1.4903,1.29262,0.0037625,0.0037625,0.0037625
27,186.842,1.08953,1.40433,1.22042,0.55282,0.5597,0.53877,0.3737,1.17,1.53661,1.28647,0.003713,0.003713,0.003713
28,193.547,1.08426,1.35872,1.21821,0.58315,0.51134,0.54025,0.37061,1.21714,1.54944,1.32471,0.0036635,0.0036635,0.0036635
29,200.173,1.07387,1.36702,1.21776,0.5949,0.4857,0.50857,0.34604,1.20396,1.6444,1.30382,0.003614,0.003614,0.003614
30,206.976,1.06045,1.32025,1.19881,0.5999,0.52234,0.53428,0.3615,1.21967,1.57827,1.32534,0.0035645,0.0035645,0.0035645
31,213.725,1.06306,1.31311,1.19575,0.54705,0.56386,0.54778,0.38122,1.18936,1.54822,1.28572,0.003515,0.003515,0.003515
32,220.626,1.06118,1.32791,1.19775,0.57612,0.56993,0.56833,0.39608,1.17541,1.49779,1.28563,0.0034655,0.0034655,0.0034655
33,227.613,1.03262,1.30124,1.19438,0.56351,0.55595,0.52214,0.36825,1.18061,1.60436,1.31188,0.003416,0.003416,0.003416
34,234.478,1.03552,1.26494,1.18175,0.55746,0.55423,0.53069,0.3653,1.18615,1.50838,1.28763,0.0033665,0.0033665,0.0033665
35,241.249,1.06929,1.28147,1.18682,0.56853,0.55143,0.5385,0.3699,1.20923,1.56524,1.30055,0.003317,0.003317,0.003317
36,248.049,1.02837,1.27869,1.19299,0.59176,0.52664,0.53205,0.36538,1.20308,1.61423,1.31239,0.0032675,0.0032675,0.0032675
37,254.736,1.03738,1.25454,1.18215,0.58036,0.54761,0.52655,0.3524,1.19532,1.53857,1.29962,0.003218,0.003218,0.003218
38,261.848,1.04821,1.24543,1.17498,0.54996,0.57147,0.54647,0.38662,1.1782,1.50769,1.28543,0.0031685,0.0031685,0.0031685
39,268.675,1.03528,1.22066,1.17763,0.61998,0.53066,0.56211,0.39085,1.18895,1.54879,1.29482,0.003119,0.003119,0.003119
40,275.345,1.03318,1.22897,1.17164,0.60903,0.58308,0.57493,0.40064,1.16093,1.47725,1.26518,0.0030695,0.0030695,0.0030695
41,282.102,1.03132,1.22923,1.17528,0.60454,0.54284,0.54414,0.38046,1.16195,1.51722,1.2889,0.00302,0.00302,0.00302
42,288.771,1.03066,1.18084,1.17784,0.55322,0.57812,0.54991,0.37651,1.21054,1.54921,1.29212,0.0029705,0.0029705,0.0029705
43,295.381,0.98336,1.12984,1.14407,0.56719,0.59471,0.58444,0.39811,1.19238,1.4158,1.29368,0.002921,0.002921,0.002921
44,302.078,1.00329,1.18286,1.17561,0.5792,0.5527,0.56083,0.38541,1.20311,1.4995,1.30192,0.0028715,0.0028715,0.0028715
45,308.826,1.00383,1.14827,1.15912,0.53606,0.56729,0.55458,0.38957,1.18839,1.51935,1.30746,0.002822,0.002822,0.002822
46,315.385,0.98686,1.15056,1.15096,0.59936,0.55403,0.54822,0.38014,1.20073,1.4924,1.2972,0.0027725,0.0027725,0.0027725
47,322.123,0.98077,1.11082,1.13973,0.56133,0.57235,0.57075,0.39585,1.20609,1.46729,1.2979,0.002723,0.002723,0.002723
48,328.794,0.98861,1.09125,1.14562,0.58227,0.58628,0.58776,0.39862,1.17504,1.42245,1.27768,0.0026735,0.0026735,0.0026735
49,335.72,0.99689,1.12583,1.14363,0.65159,0.5717,0.59838,0.41763,1.17221,1.40425,1.29057,0.002624,0.002624,0.002624
50,342.482,0.97035,1.10686,1.1462,0.64043,0.55783,0.57226,0.39199,1.20693,1.41562,1.31146,0.0025745,0.0025745,0.0025745
51,349.217,0.98432,1.0958,1.15115,0.61276,0.56711,0.58351,0.39548,1.20368,1.43422,1.30391,0.002525,0.002525,0.002525
52,355.964,0.96672,1.09025,1.14099,0.52881,0.58673,0.54989,0.37997,1.21608,1.48378,1.30446,0.0024755,0.0024755,0.0024755
53,362.612,0.94947,1.07914,1.13751,0.6138,0.55534,0.58209,0.4013,1.20881,1.44073,1.31973,0.002426,0.002426,0.002426
54,369.434,0.98448,1.10817,1.15688,0.58389,0.59081,0.57329,0.40128,1.19797,1.45513,1.30057,0.0023765,0.0023765,0.0023765
55,376.049,0.98407,1.07652,1.13712,0.64311,0.53874,0.55506,0.38597,1.19582,1.4846,1.30626,0.002327,0.002327,0.002327
56,382.842,0.94994,1.04933,1.12783,0.62341,0.57922,0.58912,0.40507,1.20359,1.44301,1.29056,0.0022775,0.0022775,0.0022775
57,389.613,0.96306,1.06248,1.13109,0.5969,0.58719,0.56637,0.39126,1.21271,1.3894,1.29311,0.002228,0.002228,0.002228
58,396.494,0.94252,1.02875,1.1268,0.58812,0.56639,0.56443,0.39028,1.20716,1.46912,1.30636,0.0021785,0.0021785,0.0021785
59,403.25,0.94576,1.03606,1.12094,0.63472,0.54669,0.57132,0.39374,1.18264,1.47629,1.29241,0.002129,0.002129,0.002129
60,409.969,0.94444,1.02426,1.1201,0.63039,0.5517,0.57969,0.39698,1.23148,1.42123,1.31659,0.0020795,0.0020795,0.0020795
61,416.591,0.93081,1.01332,1.11973,0.60719,0.56202,0.56038,0.38031,1.20368,1.43048,1.30164,0.00203,0.00203,0.00203
62,423.46,0.92221,0.97668,1.10708,0.58778,0.58698,0.57892,0.39926,1.20399,1.44244,1.30379,0.0019805,0.0019805,0.0019805
63,430.226,0.92727,0.96481,1.10378,0.66255,0.58538,0.59825,0.41697,1.16414,1.38993,1.28029,0.001931,0.001931,0.001931
64,437.157,0.93865,0.99673,1.1166,0.63693,0.54082,0.57022,0.39582,1.21324,1.51005,1.31337,0.0018815,0.0018815,0.0018815
65,443.777,0.92291,0.96858,1.11171,0.58675,0.573,0.56517,0.38854,1.20519,1.46657,1.30266,0.001832,0.001832,0.001832
66,450.938,0.91755,0.98766,1.10965,0.59098,0.5593,0.56936,0.39603,1.19457,1.4715,1.30447,0.0017825,0.0017825,0.0017825
67,457.619,0.90011,0.96491,1.10043,0.66286,0.57187,0.58786,0.39921,1.20328,1.36763,1.29935,0.001733,0.001733,0.001733
68,464.271,0.93582,0.9841,1.11703,0.60725,0.56668,0.56195,0.38616,1.20695,1.45862,1.30816,0.0016835,0.0016835,0.0016835
69,470.964,0.90706,0.95413,1.0998,0.62977,0.56223,0.57329,0.3941,1.22036,1.48217,1.32309,0.001634,0.001634,0.001634
70,477.636,0.90794,0.92521,1.10155,0.66131,0.54291,0.56888,0.38299,1.22128,1.45279,1.3228,0.0015845,0.0015845,0.0015845
71,484.392,0.91423,0.94325,1.09613,0.60972,0.59528,0.5801,0.39752,1.21388,1.41655,1.32467,0.001535,0.001535,0.001535
72,491.009,0.89525,0.91044,1.08315,0.61037,0.5822,0.56773,0.38895,1.21444,1.42448,1.31488,0.0014855,0.0014855,0.0014855
73,497.707,0.9134,0.93712,1.10478,0.61894,0.58019,0.56592,0.39141,1.21678,1.45098,1.32307,0.001436,0.001436,0.001436
74,504.394,0.88721,0.91916,1.09242,0.59992,0.5902,0.56605,0.38744,1.21239,1.4639,1.31727,0.0013865,0.0013865,0.0013865
75,511.204,0.89233,0.90659,1.08028,0.61313,0.55423,0.56449,0.3904,1.21362,1.45984,1.31263,0.001337,0.001337,0.001337
76,517.738,0.89964,0.92318,1.09704,0.60478,0.56618,0.56057,0.38462,1.22774,1.44187,1.32444,0.0012875,0.0012875,0.0012875
77,524.529,0.89533,0.91342,1.08195,0.61638,0.57216,0.57215,0.38818,1.21175,1.42657,1.31698,0.001238,0.001238,0.001238
78,531.101,0.8623,0.89474,1.06921,0.6503,0.52981,0.57352,0.39544,1.2044,1.45174,1.30523,0.0011885,0.0011885,0.0011885
79,537.74,0.89709,0.90906,1.08172,0.64731,0.55532,0.57146,0.39364,1.21113,1.42835,1.32135,0.001139,0.001139,0.001139
80,544.256,0.89508,0.9092,1.08569,0.5983,0.58539,0.57677,0.39961,1.21762,1.43766,1.32555,0.0010895,0.0010895,0.0010895
81,551.081,0.85761,0.8716,1.0764,0.6552,0.57441,0.58889,0.40055,1.20603,1.40105,1.31763,0.00104,0.00104,0.00104
82,557.874,0.88369,0.87321,1.07081,0.64248,0.54359,0.55799,0.38486,1.20487,1.47501,1.3213,0.0009905,0.0009905,0.0009905
83,564.611,0.85925,0.8611,1.0723,0.64379,0.55798,0.57307,0.40192,1.21047,1.43638,1.31906,0.000941,0.000941,0.000941
84,571.4,0.87052,0.88239,1.06938,0.63388,0.55752,0.56101,0.38858,1.21632,1.48578,1.32986,0.0008915,0.0008915,0.0008915
85,578.486,0.85483,0.85714,1.07179,0.59928,0.59144,0.56463,0.39008,1.21575,1.42902,1.33242,0.000842,0.000842,0.000842
86,585.303,0.87488,0.87914,1.08274,0.59903,0.60742,0.57292,0.39686,1.20425,1.4302,1.31237,0.0007925,0.0007925,0.0007925
87,591.901,0.85998,0.85909,1.06812,0.6222,0.56319,0.56824,0.3952,1.21322,1.4541,1.32492,0.000743,0.000743,0.000743
88,598.545,0.85891,0.84721,1.07832,0.61341,0.57831,0.5714,0.39748,1.20861,1.40683,1.32441,0.0006935,0.0006935,0.0006935
89,605.23,0.85973,0.8507,1.07935,0.6084,0.56167,0.56875,0.39332,1.21429,1.43666,1.32215,0.000644,0.000644,0.000644
90,611.878,0.85736,0.86068,1.07039,0.61519,0.5703,0.57193,0.39835,1.21851,1.4224,1.32305,0.0005945,0.0005945,0.0005945
91,619.625,0.81861,0.86233,1.04181,0.59645,0.5671,0.5516,0.38009,1.24675,1.51724,1.34693,0.000545,0.000545,0.000545
92,626.348,0.79638,0.80423,1.03251,0.62069,0.55317,0.55374,0.38507,1.25034,1.46464,1.35226,0.0004955,0.0004955,0.0004955
93,633.145,0.77398,0.7902,1.02002,0.59701,0.5877,0.56476,0.38915,1.23675,1.46356,1.34863,0.000446,0.000446,0.000446
94,639.868,0.77077,0.78651,1.02322,0.61671,0.57282,0.56784,0.39308,1.23545,1.46176,1.342,0.0003965,0.0003965,0.0003965
95,646.808,0.79336,0.79467,1.02361,0.63414,0.55704,0.55853,0.38522,1.24287,1.4748,1.34711,0.000347,0.000347,0.000347
96,653.447,0.7705,0.79791,1.02397,0.62663,0.5673,0.56394,0.3863,1.23855,1.46842,1.3493,0.0002975,0.0002975,0.0002975
97,660.037,0.75958,0.75687,1.01593,0.60091,0.58456,0.56636,0.38946,1.23209,1.46053,1.3413,0.000248,0.000248,0.000248
98,666.651,0.76824,0.75633,1.01424,0.61187,0.56121,0.56009,0.3864,1.23476,1.47148,1.34038,0.0001985,0.0001985,0.0001985
99,673.364,0.76794,0.76162,1.0076,0.59751,0.58196,0.56351,0.38996,1.23847,1.44951,1.33865,0.000149,0.000149,0.000149
100,680.063,0.77229,0.75812,1.02314,0.58718,0.59118,0.56659,0.38938,1.23368,1.44777,1.33544,9.95e-05,9.95e-05,9.95e-05
